Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
1951,PB2017A01951,Registered Agent,,500,W,Fullerton,PKWY,71,1428317034,,09/19/2017,09/19/2017,41.925677964,-87.641567166,"(41.92567796368094, -87.64156716615982)"
2496,PB2019A02496,Authorized Agent,Westward Management,1735-1737,W,Division,ST,12,17-06-405-027-0000,03/21/2019,03/28/2019,03/28/2019,41.903175065,-87.671224369,"(41.90317506458403, -87.67122436901211)"
2828,PB2019A02828,manager,,5240,S,Drexel,AVE,45,20-11-306-018-0000,,10/02/2019,10/02/2019,41.799221086,-87.604062997,"(41.79922108556044, -87.60406299687095)"
1222,PB2017A01222,Attorney,Vanguard Lofts Condominium Association,1250,W,Van Buren,ST,100,17-17-117-036-1001 to 17-17-117-036-1198,,03/10/2017,03/10/2017,41.876595014,-87.659005533,"(41.87659501417766, -87.65900553300332)"
1507,PB2017A01507,Property Manager,Malibu East Condominium,6033,N,Sheridan,RD,499,14-05-215-017-1000,,08/09/2017,08/09/2017,41.991928756,-87.655296396,"(41.99192875594554, -87.65529639558433)"
2540,PB2019A02540,Manager,,1134,W,Armitage,AVE,8,14-32-222-031-0000,,07/01/2019,07/01/2019,41.918164809,-87.656862832,"(41.91816480873289, -87.65686283213844)"
1059,PB2017A01059,Registered Agent,,661,W,Sheridan,RD,62,14-21-103-003-0000,,02/02/2017,02/02/2017,41.952779715,-87.647237882,"(41.952779714910555, -87.64723788206616)"
2703,PB2019A02703,Manager,,2646,N,Marshfield,AVE,6,14-30-404-068-0000,,10/02/2019,10/02/2019,41.930063009,-87.66967948,"(41.930063009278236, -87.66967947978176)"
1632,PB2017A01632,President,The 623-625 West Stratford Condos,623-625,W,Stratford,PL,7,14-21-306-405-1001,,08/10/2017,08/10/2017,41.944891296,-87.645238888,"(41.94489129601417, -87.64523888792426)"
3314,PB2023A03314,Property Manager,15 S Throop Condo Assoc,15,S,Throop,ST,46,17-17-105-064-1018,04/24/2023,04/25/2023,04/25/2023,41.881034483,-87.659405742,"(41.881034483348174, -87.6594057415689)"
2072,PB2017A02072,"Lakeview Associates, Inc (property manager)",,531,W,Deming,PL,51,14-28-316-047-0000,,11/21/2017,11/21/2017,41.92810717,-87.643344596,"(41.92810717044098, -87.64334459564203)"
438,PB2016A00438,Authorized Agent,Fulton Court Condominium Assoc,640,W,Fulton Market,,48,17-09-308-004-1001-1048,,,08/24/2016,41.886913797,-87.644348485,"(41.88691379713676, -87.64434848536621)"
759,PB2016A00759,Authorized Agent,Observatory Condo Assoc,4545,S,Drexel,BLVD,20,20-02-312-051-1001-1040,,,10/05/2016,41.811873463,-87.603797789,"(41.811873463283874, -87.60379778856755)"
104,PB2016A00104,Authorized Agent,Avers-Ainslie Condominium Assoc,4855-4857,W,Ainslie,ST,15,13-11-324-035-000-1015,,,07/29/2016,41.969716224,-87.750005911,"(41.9697162236593, -87.7500059107293)"
746,PB2016A00746,Owner,Tower 11 Chutes Reside on Surf,425,W,Surf,ST,144,14-28-124-012-0000,,,10/11/2016,41.934215574,-87.640402652,"(41.9342155744372, -87.64040265185253)"
1618,PB2017A01618,Agent,University Commons IV,1111-1151,W,15th,ST,140,17-20-227-060-1001,,08/10/2017,08/10/2017,41.861530603,-87.654625128,"(41.8615306027505, -87.65462512836633)"
1839,PB2017A01839,Owner,,2108,N,Winchester,AVE,9,14-31-208-043-0000,,09/01/2017,09/01/2017,41.91985805,-87.67662166,"(41.919858049828576, -87.67662166038328)"
2712,PB2019A02712,Manager,,4901,W,cullom,AVE,18,13-16-409-024-0000,,10/02/2019,10/02/2019,41.958754246,-87.750052968,"(41.95875424577765, -87.75005296827771)"
64,PB2016A00064,Treasurer,McLean Place Condominiu Assoc,2312,W,MClean,AVE,8,14-31-132-152-1001-1008,,08/12/2014,07/25/2016,41.918477487,-87.685564238,"(41.918477487429314, -87.68556423830611)"
1963,PB2017A01963,Registered Agent,,1255,W,Bryn Mawr,AVE,36,1408105001,,09/20/2017,09/20/2017,41.983479559,-87.662269156,"(41.98347955889445, -87.66226915550905)"
301,PB2016A00301,Property Manager,Wolcott Flats Condominium Assoc,3316-3322,N,Wolcott,AVE,18,14-19-410-045-10011018,,,08/03/2016,41.941972793,-87.676141623,"(41.94197279273456, -87.67614162305402)"
33,PB2016A00033,President,McConnell Apartments Condominium Assoc,1210,N,Astor,ST,14,17-03-112-032-1001-1014,,05/29/2013,07/25/2016,41.904312395,-87.62709072,"(41.904312395019694, -87.62709072033391)"
2181,PB2018A02181,Owner,,10,W,Elm,ST,141,17-04-407-015-0000,,03/22/2018,03/22/2018,41.903280388,-87.629042753,"(41.90328038833401, -87.62904275288018)"
466,PB2016A00466,Authorized Agent,Merrimac Square III Condominium Assoc,6530,W,Irving Park,RD,50,13-18-409-034-1001-050,,,08/17/2016,41.95296402,-87.79020523,"(41.952964020113015, -87.79020523046137)"
2101,PB2017A02101,President,,701,W,Jackson,BLVD,45,17-16-116-031-1035,,12/20/2017,12/20/2017,41.877877339,-87.644073193,"(41.87787733930799, -87.64407319281398)"
652,PB2016A00652,Authorized Agent,Chelsea Townhomes,1153,W,Monroe,ST,1,17-17-210-040-0000,,,09/22/2016,41.880225847,-87.656747399,"(41.88022584707916, -87.65674739934344)"
446,PB2016A00446,Authorized Agent,Haberdasher Square Lofts Condominium Assoc,728,W,Jackson,BLVD,226,17-16-110-025-1001-1449,,,08/25/2016,41.878080926,-87.64529985,"(41.878080925593714, -87.64529984955941)"
87,PB2016A00087,Authorized Agent,1142-1144 N Wood St Condominium,1142-1144,N,Wood,ST,8,17-06-403-020-1001-1008,,,07/29/2016,41.902715476,-87.672518306,"(41.902715475706025, -87.67251830589323)"
1869,PB2017A01869,authorized agent,,1343,S,Clark,ST,1,17-21-211-189-0000,,09/11/2017,09/11/2017,41.864545563,-87.630180387,"(41.86454556297125, -87.63018038710877)"
320,PB2016A00320,Property Manager,Estes Terrace Condominium Assoc,1617,W,Estes,AVE,11,11-31-208-034-1001-1011,,,08/03/2016,42.011367489,-87.670887126,"(42.01136748899844, -87.67088712552176)"
175,PB2016A00175,Secretary of Board of Directors,235 W Van Buren Condominium Assoc,235,W,Van Buren,ST,714,17-16-238-028-0000,,,08/10/2016,41.876722161,-87.63471047,"(41.876722160510816, -87.63471047025764)"
1300,PB2017A01300,Registered Agent,,2100,S,Marshall,BLVD,60,16-24-313-018-0000,,03/29/2017,03/29/2017,41.853654663,-87.699296173,"(41.85365466294983, -87.699296172666)"
229,PB2016A00229,Board President,Metropolis Condominium Assoc,8,W,Monroe,ST,169,17-16-206-033-1001-1292,,02/19/2013,07/22/2016,41.880853307,-87.62804245,"(41.880853306816576, -87.62804244988821)"
1448,PB2017A01448,PROPERTY MANAGER,,216,N,MAY,ST,16,17-08-419-005-0000,,07/20/2017,07/20/2017,41.886101967,-87.655804429,"(41.886101967102235, -87.6558044293935)"
119,PB2016A00119,Registered Agent,Clifton Crossing Condominium Assoc,3005-3011,N,Clifton,AVE,19,14-29-208-055-1001-1019,,07/21/2016,07/26/2016,41.936423785,-87.657485643,"(41.9364237853146, -87.6574856428765)"
926,PB2017A00926,President,Burwood Condo Assoc,2625,N,Burling,ST,3,14-28-303-086-1001-1003,,,10/20/2016,41.929857633,-87.647542512,"(41.929857632808485, -87.64754251174288)"
1880,PB2017A01880,authorized agent,,1401,S,Clark,ST,1,17-21-211-168-0000,,09/11/2017,09/11/2017,41.863924327,-87.630162325,"(41.86392432672453, -87.6301623247156)"
2809,PB2019A02809,Manager,,7016,W,Medill,AVE,8,13-31-102-025-1008,,10/02/2019,10/02/2019,41.922442776,-87.801453526,"(41.92244277566501, -87.80145352550274)"
3182,PB2021A03182,Owner,,1940-1950,W,Lawrence,AVE,19,14-07-419-029-0000,,11/03/2021,11/03/2021,41.968884412,-87.677774238,"(41.968884411802385, -87.67777423785448)"
6,PB2016A00006,Secretary,Armitage-Howe Condo Assoc.,635-639,W,Armitage,AVE,10,14-33-302-126-1009-10114,,12/07/2014,07/19/2016,41.918122277,-87.645032709,"(41.918122276634286, -87.64503270925128)"
350,PB2016A00350,Authorized Agent,Sixty Thirty Condominium Assoc,6030,N,Sheridan,RD,262,14-05-214-035-1001-1264,,,08/18/2016,41.991870574,-87.655588697,"(41.99187057404645, -87.65558869747603)"
2538,PB2019A02538,Manager,,1021,N,Leavitt,ST,6,17-06-314-001-0000,,07/01/2019,07/01/2019,41.900194211,-87.681917801,"(41.90019421103676, -87.68191780106265)"
576,PB2016A00576,Registered Agent,Kenmore-Leland West Condominiums,4654,N,Kenmore,AVE,13,14-17-210-021-1001-1013,,06/18/2016,09/26/2016,41.967062311,-87.656351164,"(41.96706231130588, -87.65635116436073)"
1665,PB2017A01665,authorized agent,Block X Condo Assoc,23,N,Racine,AVE,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.882349283,-87.656564886,"(41.88234928343484, -87.65656488580281)"
2414,PB2018A02414,Owner,,2149-2153,N,Campbell,AVE,6,13-36-224-001-0000,,11/11/2018,11/11/2018,41.921347168,-87.689138077,"(41.921347167619615, -87.68913807723968)"
2222,PB2018A02222,Property Manager,,2301,N,Monticello,AVE,6,13-35-107-024-0000,,04/03/2018,04/03/2018,41.922853893,-87.718018833,"(41.92285389330173, -87.71801883308271)"
889,PB2017A00889,Authorized Agent,West Haven Park Homes CA,2231,W,Maypole,AVE,,17-07-321-048-1026-1034,,,08/08/2016,41.88380557,-87.682572421,"(41.88380556977231, -87.68257242093532)"
1909,PB2017A01909,authorized agent,,1465,S,Clark,ST,1,17-21-211-008-0000,,09/11/2017,09/11/2017,41.862230081,-87.630115999,"(41.862230080820694, -87.63011599940744)"
2011,PB2017A02011,Condo Board President,2105 West Concord Condo Assocation,2105,W,Concord,PL,7,14-31-331-030-1001----14-31-331-030-1007,08/15/2017,10/12/2017,10/12/2017,41.911133384,-87.680270266,"(41.91113338416469, -87.6802702662172)"
84,PB2016A00084,Authorized Agent,5001 N Oakley Condominium,5001-5003,N,Oakley,AVE,8,14-07-308-041-1001-1008,,,07/29/2016,41.972332205,-87.686459725,"(41.97233220516404, -87.68645972461778)"
201,PB2016A00201,Authorized Agent,Paulina Courtyard,4609-4619,N,Paulina,ST,43,14-18-211-033-1005,,,08/01/2016,41.96553178,-87.670787743,"(41.96553177956818, -87.67078774252052)"
2643,PB2019A02643,Manager,,2411,N,ST LOUIS,AVE,2,13-26-425-015-0000,,10/01/2019,10/01/2019,41.92500698,-87.714413793,"(41.92500698022542, -87.71441379313758)"
294,PB2016A00294,Property Manager,Paulina Courts Condominium Assoc,4808,N,Paulina,ST,17,14-07-422-044-0000,,,08/03/2016,41.969226879,-87.671176185,"(41.969226879345435, -87.67117618529569)"
405,PB2016A00405,Authorized Agent,1001 Madison Condo,1001,W,Madison,ST,89,17-17-203-030-1001-1190,,,08/25/2016,41.881589312,-87.652086227,"(41.881589312155384, -87.65208622703862)"
882,PB2017A00882,Registered Agent,Eco North I Condo Assoc,1842,W,Irving Park,RD,16,14-18-424-038-1001-1016,08/31/2016,,11/19/2016,41.954304039,-87.675859027,"(41.95430403851918, -87.67585902698627)"
791,PB2016A00791,Property Manager,Lofts at the Vic Condo Assoc,3150,N,Sheffield,AVE,52,14-29-203-042-1001-1027,,,10/27/2016,41.939629392,-87.654243368,"(41.93962939159039, -87.65424336792705)"
2502,PB2019A02502,Lavinia Shimkus,,3723-3725,W,Eastwood,AVE,7,13141110300000,,03/28/2019,03/28/2019,41.965468882,-87.721692252,"(41.96546888220734, -87.72169225186659)"
297,PB2016A00297,Property Manager,St. Paul Lofts Condominium Assoc,2333,W,St Paul,AVE,82,14-31-319-047-1001-1164,,,08/03/2016,41.913387132,-87.686248967,"(41.91338713166236, -87.68624896706623)"
812,PB2017A00812,Registered Agent,Thorndale Beach North Condominium Assoc,5901,N,Sheridan,RD,151,14-05-403-019-1001-1151,08/18/2016,,11/14/2016,41.989255199,-87.655212561,"(41.989255198913554, -87.65521256058591)"
1041,PB2017A01041,authorized agent,Willard Court Lofts Condo Assoc,949-951,N,Willard,CT,20,17-05-318-060-1001-1050,,02/01/2017,02/01/2017,41.899664655,-87.65845483,"(41.89966465536126, -87.65845483038827)"
1380,PB2017A01380,attorney,Columbia Place Townhomes Condo Assoc,2849-2861,N,Hermitage,AVE,64,14-30-223-276-1001-1064,,06/19/2017,06/19/2017,41.933798288,-87.672290065,"(41.933798287751145, -87.67229006472019)"
2715,PB2019A02715,Manager,,500,W,32nd,ST,6,17-33-105-044-0000,,10/02/2019,10/02/2019,41.836428402,-87.638992246,"(41.83642840222424, -87.63899224599788)"
1682,PB2017A01682,Agent,South Commons Phase I Condo Assn,2921,S,Michigan,AVE,679,17-27-310-093-1001,,08/11/2017,08/11/2017,41.841398021,-87.623135959,"(41.841398020562835, -87.62313595878753)"
602,PB2016A00602,Authorized Agent,Chelsea Townhomes,1117 #7,W,Monroe,ST,1,17-17-210-090-0000,,,09/22/2016,41.880247094,-87.655383997,"(41.880247094162456, -87.6553839968631)"
646,PB2016A00646,Authorized Agent,Chelsea Townhomes,1141,W,Monroe,ST,1,17-17-210-046-0000,,,09/22/2016,41.880232931,-87.656292932,"(41.88023293123957, -87.65629293192667)"
2120,PB2018A02120,Property Manager,The Belden-Commonwealth Condominium Association,322,W,Belden,AVE,12,14-33-201-017-1001 THROUGH 14-33-201-017-1012,,01/23/2018,01/23/2018,41.923912058,-87.637490297,"(41.923912058256, -87.63749029723617)"
332,PB2016A00332,Property Manager,Barclay Condominium Assoc,4940,S,East End,AVE,87,20-12-102-007-1001-1083,,,08/03/2016,41.804923177,-87.585624555,"(41.804923176685726, -87.58562455528525)"
715,PB2016A00715,Registered Agent,Division I LLC,11,W,Division,ST,110,17-04-407-010-0000,10/05/2016,,10/06/2016,41.903823842,-87.629160362,"(41.903823842447046, -87.62916036215749)"
743,PB2016A00743,Owner,Slot Rocks LLC 2010 W Pierce,2010,W,Pierce,AVE,18,17-06-105-029-0000,,,10/11/2016,41.909472799,-87.677939457,"(41.90947279886105, -87.67793945685531)"
953,PB2017A00953,Authorized Agent,Asbury Plaza Venture LLP,750,N,Dearborn,ST,384,17-09-205-010-0000 thru 17-09-205-029-0000,,,01/09/2017,41.896411739,-87.629917773,"(41.8964117391444, -87.62991777285089)"
298,PB2016A00298,Property Manager,Village Lofts Condominium Assoc,612,N,Oakley,BLVD,30,17-07-113-027-1001-1067,,,08/03/2016,41.892568499,-87.684451346,"(41.89256849907889, -87.68445134614196)"
1854,PB2017A01854,Owner,,851,N,Damen,AVE,3,17-06-433-004-0000,,09/05/2017,09/05/2017,41.897457715,-87.676949537,"(41.897457714736035, -87.67694953668989)"
1165,PB2017A01165,Property Manager,1247-1253 West Leland Condominium Association,4656,N,Magnolia,AVE,15,14-17-110-031-1001 thru 14-17-110-031-1015,12/01/2016,02/28/2017,02/28/2017,41.967022454,-87.661268999,"(41.96702245444299, -87.66126899939748)"
1231,PB2017A01231,authorized agent,Beach Point Tower Condo Assoc,5801,N,Sheridan,RD,90,14-05-403-022-1001-1090,,03/14/2017,03/14/2017,41.987452355,-87.655158844,"(41.98745235495388, -87.65515884414367)"
295,PB2016A00295,Property Manager,Seminary Commons Condominium Assoc,2801,N,Seminary,AVE,8,14-29-228-062-1001-1017,,,08/03/2016,41.93264593,-87.656138976,"(41.93264593029749, -87.65613897621876)"
639,PB2016A00639,Authorized Agent,Chelsea Townhomes,1137 #15,W,Monroe,ST,1,17-17-210-053-0000,,,09/22/2016,41.880235292,-87.656141443,"(41.88023529222652, -87.6561414427707)"
1108,PB2017A01108,registered agent,Parkside of Old Town Midrise Leasehold Condo Assoc,511,W,Division,ST,207,17-04-307-054-4319,,02/15/2017,02/15/2017,41.90363084,-87.641687432,"(41.90363084041282, -87.64168743193885)"
1947,PB2017A01947,Registered Agent,,440,W,Barry,AVE,65,1428105037,,09/18/2017,09/18/2017,41.937821984,-87.640993884,"(41.937821984040795, -87.6409938844915)"
1517,PB2017A01517,President,,2807,N,WOLCOTT,AVE,999,99999999999999,,08/10/2017,08/10/2017,41.932557693,-87.675539066,"(41.93255769347128, -87.67553906635938)"
384,PB2016A00384,Authorized Agent,1050 W Columbia Condominium Assoc,1050,W,Columbia,AVE,30,11-32-400-037-1001-1030,,07/28/2016,08/23/2016,42.004763383,-87.658231316,"(42.00476338280072, -87.65823131613224)"
1391,PB2017A01391,authorized agent,535 North Michigan Avenue Condo Assoc,535,N,Michigan,AVE,458,17-10-122-025-1001-1460,,06/27/2017,06/27/2017,41.891897076,-87.624016289,"(41.891897075755246, -87.62401628855874)"
1724,PB2017A01724,AGENT,VITA AGIATA CONDOMINIUM ASSOCIATION,7429-7431,N,GREENVIEW,AVE,20,1293110291000,,08/11/2017,08/11/2017,42.016947329,-87.668022477,"(42.01694732933718, -87.66802247743004)"
2850,PB2019A02850,Manager,,8106-8112,S,Ellis,AVE,25,20-35-117-010-0000,,10/02/2019,10/02/2019,41.747415816,-87.600372919,"(41.747415816441624, -87.60037291883368)"
1546,PB2017A01546,authorized agent,North Town Village Condo Assoc,723,W,Blackhawk,ST,145,17-04-113-100-1048,,08/10/2017,08/10/2017,41.90714147,-87.647029547,"(41.90714146990773, -87.6470295466616)"
591,PB2016A00591,Authorized Agent,Chelsea Townhomes,1107,W,Monroe,ST,1,17-17-210-101-0000,,,09/22/2016,41.880252993,-87.655005274,"(41.88025299325612, -87.65500527382947)"
2183,PB2018A02183,Owner,,3500-3510,N,Paulina,ST,10,14-19-406-033-0000,,03/22/2018,03/22/2018,41.945220485,-87.671402107,"(41.94522048521601, -87.67140210682162)"
1330,PB2017A01330,authorized agent,Manchester Commons,1433-1443,W,Elmdale,AVE,26,14-05-301-028-0000,12/05/1989,04/28/2017,04/28/2017,41.990732033,-87.66649307,"(41.99073203303024, -87.66649307005359)"
535,PB2016A00535,President,Webster On the Park Condominium Assoc,714-716,W,Webster,AVE,6,14-33-108-039-1001-1006,,09/15/2016,09/19/2016,41.921951916,-87.646866135,"(41.92195191638263, -87.64686613547204)"
1786,PB2017A01786,Authorized Agent,,1375,E,54th,ST,16,20-11-423-068-1002,,08/22/2017,08/22/2017,41.797931809,-87.592123267,"(41.797931808640065, -87.59212326652303)"
691,PB2016A00691,Registered Agent,Dearborn I LLC,1036,N,Dearborn,ST,135,17-04-423-008-0000,10/05/2016,,10/06/2016,41.901735587,-87.630067919,"(41.9017355868964, -87.63006791899414)"
1526,PB2017A01526,authorized agent,North Town Village Condo Assoc,752,W,Evergreen,AVE,145,17-04-113-100-1009-1010,,08/10/2017,08/10/2017,41.906490769,-87.647804054,"(41.90649076876127, -87.64780405386433)"
1353,PB2017A01353,registered agent,438-448 W Surf St Condo Assoc,438-448,W,Surf,ST,45,14-28-118-044-1001-1045,01/30/2017,05/30/2017,05/30/2017,41.934425099,-87.640906985,"(41.934425098504704, -87.64090698465101)"
763,PB2016A00763,Board President,Winston Towers II,6833,N,Kedzie,AVE,218,10-36-120-003-1001-1218,,,10/20/2016,42.005614537,-87.709171526,"(42.00561453658591, -87.70917152643794)"
3070,PB2020A03070,Managing Agent,Lincoln Park Villas Condominium Association,1920,N,Clark,ST,43,14-33-404-026-0000,,04/09/2020,04/09/2020,41.91719655,-87.635489433,"(41.917196550207095, -87.63548943346167)"
726,PB2016A00726,Owner,Big Chute LLC Reside on Wellington,510,W,Wellington,AVE,90,14-28-108-022-0000,,,10/11/2016,41.936655372,-87.64235843,"(41.9366553720496, -87.64235842977409)"
1788,PB2017A01788,Association President,2413 W. Haddon Condominium,2413,W,Haddon,AVE,3,16-01-407-020-0000,,08/23/2017,08/23/2017,41.901971619,-87.687585118,"(41.90197161936752, -87.68758511764649)"
581,PB2016A00581,Authorized Agent,Faulkner House Condominium Assoc,70,W,Burton,PL,224,17-04-208-031-1001-1225,,08/22/2016,09/28/2016,41.909544407,-87.63153544,"(41.909544407148665, -87.63153543980728)"
2979,PB2019A02979,manager,,2001-2007,W,touhy,AVE,22,11-31-103-019-0000,,10/30/2019,10/30/2019,42.012424443,-87.680388384,"(42.01242444257017, -87.68038838430317)"
273,PB2016A00273,Manager,One River Place Condominium Assoc,758,N,Larrabee,ST,241,17-09-113-012-1001,,,08/18/2016,41.896471073,-87.643089291,"(41.89647107263033, -87.64308929080951)"
1590,PB2017A01590,AUTHORIZED AGENT,,2348,E,71ST,ST,63,20244300111114,,08/10/2017,08/10/2017,41.766434036,-87.567402701,"(41.76643403553831, -87.56740270056567)"
1338,PB2017A01338,authorized agent,Residences at River Bend,333,N,Canal,ST,149,17-09-306-032-1001,,05/05/2017,05/05/2017,41.887872174,-87.639806181,"(41.88787217395454, -87.63980618050175)"
1265,PB2017A01265,Registered Agent,,1549-1555,W,North Shore,AVE,16,11-32-308-001-0000,,03/27/2017,03/27/2017,42.003447096,-87.670060797,"(42.003447095599434, -87.67006079719506)"
1661,PB2017A01661,Agent,3822-3824 N. Sheffield Ave,3822-3824,N,Sheffield,AVE,7,14-20-221-022-0000,,08/11/2017,08/11/2017,41.951838692,-87.654611175,"(41.951838692102825, -87.65461117536009)"
752,PB2016A00752,Authorized Agent,The Shelby,2300,S,Michigan,AVE,94,17-27-109-006-0000,,,09/02/2016,41.851021081,-87.623905048,"(41.851021081260505, -87.62390504819716)"
826,PB2017A00826,Owner,Northtown Village Phase II,726,W,Eastman,ST,,17-04-113-100-1061,,,08/29/2016,41.906862446,-87.647165243,"(41.906862446456216, -87.64716524278384)"
476,PB2016A00476,Authorized Agent,550 W Fulton Condominium Assoc,550,W,Fulton,ST,40,17-09-303-088-1001-1080,,,09/01/2016,41.886924391,-87.641850327,"(41.8869243910864, -87.64185032721277)"
2110,PB2018A02110,Owner,,4055-4063,N,Elston,AVE,39,13-14-332-004-0000,,01/07/2018,01/07/2018,41.954870181,-87.720648591,"(41.95487018142747, -87.72064859097556)"
2325,PB2018A02325,"Kristen Lange, President",Monticello Condo Association,5678,W,Higgins,AVE,6,13-08-421-073-1001; 13-08-421-073-1002; 13-08-421-073-1003; 13-08-421-073-1004; 13-08-421-073-1005; 13-08-421-073-1006,05/22/2018,05/23/2018,05/23/2018,41.971142092,-87.770156097,"(41.97114209231658, -87.77015609663353)"
